,label,tweet
645,0," just our problem - The Express Tribune http://t.co/KmDQn0IZ3P
"
646,0,"Si Ms. Educ hehehe clear my ignorance :smiling_face_with_heart-shaped_eyes::face_with_tears_of_joy:
"
647,0,"#SteveHarvey worships #Obama b/c he doesn't research, then calls every1 else ignorant. #Fuck this guy. http://t.co/4ENfDvU4hN  #Idiot
"
648,1,"Can't wait to see all the ig pics of people bragging about what they got  #noonegivesafuck
"
649,1,"330am benedryl runs for an allergic reaction to a drug which literally saves millions of lives every year. #yippee #happiness 
"
650,0,"Quizfreak http://t.co/Xh84TdHpoc #proud #Brummie over here xxx
"
651,1,"Just submitted my final paper of the semester. It's only a make-it or break-it on whether I pass the class. No big deal. :expressionless_face::thumbs_down_sign: 
"
652,1,"Pediatric Grand Rounds on statin therapy and the dyslipidemia of obesity. Breakfast on offer is 2 grand platters of donuts. 
"
653,1,"Me: my stomach is upset.| My stomach: I AM MORE THAN UPSET! 
"
654,0,"@TheHockeyNews @THNRyanKennedy not bad for a kid from Az. Hockey doesn't work in the desert. 
"
655,0,"Ohio State putting it #OnWisconsin ... No match.
"
656,1,"Love it when you can see people have read you facebook private message but they just don't reply 
"
657,0,"I need new boots for my birthday.. And by new boots I mean like 3 or 4 pairs :smiling_face_with_open_mouth_and_smiling_eyes::smiling_face_with_open_mouth_and_smiling_eyes: #ineednewboots #boots
"
658,1,"The ever so caring @rupertmurdoch gets to see the siege ending first. Great journalism. 
"
659,0,"@lb_southwark Why don't you Tarmac all the speed humps in The Cut in 1 go instead of bit by bit as the brickwork disintegrates!|:rocket:Science
"
660,1,"Go go Power Rangers! #f2xmasparty  http://t.co/A8xOlFt1ub
"
661,1,"What a good way to start the New Year..|
"
662,1,"Sitting in this hall is fun!!:unamused_face: 
"
663,0,"Rodgers needs to go man , didn't think I would ever say it but he has bought some shit players there  #good #enough
"
664,0,"#Bit #Chair #Comfy #Mind #Nope  #ikea #decor|Please RT: http://t.co/Ltwy7dhZFf http://t.co/D0TaUm1HuH
"
665,0,"I think #Stars are just the most gorgeous things in this world :sparkles:
"
666,0,"@fuegalove: @princessTAYLER: Me and Cam Newton will be engaged by the end of this year just wait on it lmao"" BYYER FOOLISHA""<<good night
"
667,0,"Lady in red :heavy_black_heart:️:sparkles::kiss_mark::princess::dancer:|#ootd #im #the #mom  #the #godmother #lol #athenakairalyn #baptism #love... http://t.co/2RSoEHSV0B
"
668,0,"@Steeeneer @TMZ I know,  right?  Not like the LAPD have anything better to do. This ain't a distraction or nothing.|
"
669,0,"#Law&OrderSVU where rappers go to act
"
670,1,"I always LOVED that my family was the last one to open presents 
"
671,1,"Of course I'm not nervous, I'm hyperventilating for fun. 
"
672,0,"@660News We ll take that bad at all
"
673,0,"@GazTheGooner84 Haha go to Icelands x
"
674,1,"I just love it when my knee clicks :smiling_face_with_open_mouth_and_smiling_eyes:  :unamused_face:
"
675,1,"@LexGrayWAVY @WAVY_News ""Unity we stand"" all white people. 
"
676,1,"@HuffingtonPost Who France? Impede free market capitalism? Socialists? No... not France... #shocker  #Uber rocks. Suck it France.
"
677,0,"#finalsweekgotmelike Ugh. Make it stop. #finals #finalsweek #EWU http://t.co/eYYoDV2aNV
"
678,1,"2 a.m. trips to Walmart for mess are always fun. 
"
679,1,"@TNADixie @IMPACTWRESTLING @DestAmerica Fuck yeah! 600 more viewers! 
"
680,0,"@zenzontlee A lot of ingredients. More specifically.... Like a lot a lot
"
681,1,"So glad y'all can be awesome now.. 
"
682,0,"@lilybird @lindasays do you wanna cry? That's how you cry. Omg
"
683,0,"@JOJEHARVEY @matthewtcouch oh aye, I'll give you that ; )
"
684,1,"Always nice when a 40 year old man you don't know calls you pretty 
"
685,0,"@chris_steller @RandBallsStu I expected some sort of apple quip but that's why you guys do the jokes and I do the news tbh
"
686,0,"@mpolz_25 mostly LRS stores, just depends on who gets what. I'd say I tend to split between @CascadiaLIQ & @metroliquor_uni
"
687,1,"Extending trade and not telling the people about the extended trade. Best idea ever! 
"
688,1,"NYPD blog: http://t.co/TJP2KAP9du  Don't you feel safe and protected?  #ICantBreathe
"
689,0,"My professors moustache is so uneven, Mohstash would be ashamed right now
"
690,1,"No reply day! I mean, week!|#Happiness 
"
691,1,"Up all night took 4 hour nap I'm ready for work 
"
692,0,"@TMcCarthy34 Can you come shovel my driveway? You owe me for helping you become the man you are today. #givingback
"
693,0,"My life on a daily basis  #notreally #lcsbeauty #followme #lblogger http://t.co/Gb7WECItTD
"
694,1,"wow they seem to be so turnt 
"
695,0,"@billisFPS you are sleeping? Wake up the next AC game has been leaked!!!!! #ACVictory http://t.co/oEyqK4fa0g
"
696,0,"Heaven help the fool who did her wrong
"
697,1,"I hate plane rides but I wanna go to so many different countries 
"
698,1,"oh lord!  RT @popularmsem: RT @ShockingFactsz: Before becoming an actor, Tom Cruise wanted to be a Catholic priest.
"
699,1,"Not a fun day for my mouth... Two teeth rebonded, one reengaged, and now I get to have my wisdom teeth out #soexcited 
"
700,0,"Ummm can I please have @KipMooreMusic for Christmas?! Dang he looks great tonight. Why did I not go to this thing tonight?
"
701,1,"yet another rainy goshen concert night:umbrella_with_rain_drops::violin: #surprised 
"
702,1,"Write hundred tweets on Kejriwal every day and then go on to declare that he is irrelevant when it comes to Indian politics! 
"
703,0,"Sinking my teeth in to why the SPS failed in VT
"
704,1,"While politicians are busy in scuffles #PakArmy is doing their job yet maligned  ""@peaceful_h:Salute 2 PAKARMY http://t.co/XZje4FxCLf""
"
705,1,"@teemysbosworth yay!!!! It works  #HateWhenThingsDontWorkRight
"
706,1,"idk what I love more how cold my western civ class is or western civ. 
"
707,0,"Are you excited for the new #Blackberry #Classic #smartphone? Check out this article by @engadget: http://t.co/k4FId6DpR4
"
708,0," going http://t.co/LBB7vzV6yx
"
709,0,"@seanmendes69 on stage at #flzjingleball at the @amaliearena in #Tampa #iheartradio http://t.co/zcptj6S5qn
"
710,0,"Alright who was dreaming about me last night because I could not for the life of me fall asleep http://t.co/AqyWHaBsjA
"
711,1,"isnt it the best when youre really tired then when you finally get in bed youre wide awake? I LOVE IT 
"
712,1,"Travel and tourism this morning.My favourite lesson whoooo 
"
713,0," 3 But 350 Girl Friends - #DrAmbarish- Upcoming Movies http://t.co/oxVfdavXl4
"
714,0,"@jtomase @alexspeier Can we bring back Youkilis? Remember when 30 year old Youk charged mound & 19 year old Porcello dropped him? #RedSox
"
715,0,"""@HIM_88: AMAZING. I love this team. They scrap and always find a way! 15-6"" <-- indeed. #dcRising
"
716,0,"@iamgiant would wear this #proudly... size #NZ hahaha
"
717,1,"San Diego is amazing and I'm never coming home 
"
718,1,"My favorite part of dislocating my shoulder is now being able to feel it roll  around in the socket 
"
719,1,"Successful morning doing my essay...  #ChristmasShopping
"
720,0,"Knock knock #sketchy #dignity #smile #funtimes #brotherskeeper #whosonfirst #holiday #shenanigans... http://t.co/JFPPE1PMsP
"
721,0,"Gah! Desperately trying to bust this cold!
"
722,1,"Yay! More worthless Windows 8.1 updates. Computer still never sleeps/hibernates on its own. #fixit #fail #Microsoft 
"
723,1,"@raeraeduke  your application is already filled up waiting for you to turn 21
"
724,0,"#MIley #Cyrus #Is  #The #Bad #Influence – Sources Say Patrick Schwarzenegger Is!: Miley Cyrus has been dating... http://t.co/JVzDU6PRtf
"
725,0,"Just watched the last ever one tree hill. I'm an emotional wreck and it's not even 9 o'clock
"
726,1,"Makes perfect sense to get mad about something that happen 4+ years ago. 
"
727,0,"Are we too young to understand
"
728,1,"@C_DLord @C_CWilson1 Lovely on Carnoustie beach this morning...| #soggybreeks
"
729,0,"If this year wld be filled w all these rainy days it wont be so cool a cool way to start e year
"
730,0,"http://t.co/dPkkL6CjP5 #Landlord collects #Rent from #HoneyBees in #BeeHive ... #Bee #Honey #ItalianBees http://t.co/zpdngFWtJh
"
731,1,"I only bought a few people gifts this year :flushed_face::flushed_face::flushed_face::flushed_face:  http://t.co/dCNW7tTApn
"
732,1,"Well done @tesco for making it possible to get emergency messages to a member of staff. 
"
733,1,"Now I remember why I buy books online @WaterstonesMK #servicewithasmile 
"
734,1,"@SP_EnergyPeople I see your response time on your DM's is as good as your phone lines.. just no hold music. Legendary service guys.
"
735,1,"thanks for clearing everything up Koenig  #serialbrady
"
736,1,"That moment when #BabyBoomer next to you philosophize about the lacking #communication skills of #GenerationY ->  #NewWayToCommunicate
"
737,1,"@STN_Airport your busy staff  standing about when people queue #joke http://t.co/IS904hBqnK
"
738,1,"#Dallas #traffic I sure missed you!  @ Downtown Dallas Traffic http://t.co/ryHS7wiLb7
"
739,0,"i.e. cutting gov't spending, as Harper has done w/ public sector jobs, injures the economy & multiplier effect of those jobs #cdnpoli 2/2
"
740,1,"@ColossusBets reminds of me of myself when i was younger||
"
741,0,"Fear & Loathing in Las Ukras: http://t.co/W7lDS7pqAt. #Politics #Russia #Ukraine 
"
742,0,"somebody wake me up early tomorrow ive been facing weird aches in my back since early december .,. and why do u think that relates madaka
"
743,1,"@karan139 so funny lolololol 
"
744,1,"@WNSource So we can see Reigns do a lame superman punch & a spear? Gee, can't wait! #RAW 
"
745,0,"#np #NowPlaying #NowListening #Music  Of Dying On Your Birthday by #Senses Fail from the #album: #Let It E... http://t.co/UVua6B8dJW
"
746,1,"I love cold winter days cause I never know when my car decides not to start :expressionless_face: 
"
747,1,"@msmalcriada @ershannon Time to listen to ppl complain bout their lot in life bec they cudnt make themselves anything??? Yay!!!! 
"
748,1,"I picked a great night to not want to sleep. 
"
749,1,"It's hot, it's humid & you're wearing uggs. Wow. Nice style! 
"
750,1,"OMG YES. 7:30 FINALS ON A FRIDAY ARE MY FAVORITE. :smiling_face_with_heart-shaped_eyes::heavy_black_heart:️:information_desk_person: 
"
751,0,"@knowonehome: It's really difficult not to bark back at my pms-ing daughter. When bae tweets about you <
"
752,0,"@Ego_Gets_Dollas @DBrooks55 Kick Raiola out of the league. #Scumbag #RepeatOffender #OneGameIsNotEnough
"
753,1,"Today is awesome! 
"
754,1,"Oh, joy! 'Tis the season for ""Christmas came early"" leads.  #DoBetter
"
755,0,"It's freezing out there & very hazy .... Just want to go home.
"
756,1,"Can't wait to see that he has not talked to me and that he will never do it. 
"
757,0,"@ArranArmitage because I find people with different ideas and ways of life interesting.
"
758,0,"Just ordered 10 new pairs of underwear from Victoria Secret :smiling_face_with_heart-shaped_eyes: #yay
"
759,0,"#Big #match #verdict: Tottenham's #Chelsea #loss #was  #another #dark #night #at #the ...: There was no end to... http://t.co/ozmBpRPR95
"
760,0,"@AndreDrummondd What do you order at Kona Grill? For ""fast food"" Sushi, that place is delish.
"
761,1,"Here's an ""It's cold and I had to scrape windows so I'm sad"" selfie...gotta love living that hotel life  http://t.co/ibBzS3ELQC
"
762,1,"Lol, who throws middle fingers up in pictures anymore? Oh, you're bad. 
"
763,0,"Day 9 ""something your reading"" #decemberchallenge #lovehistory#lovenonfiction..:white_heavy_check_mark: @ Our Cosy House http://t.co/zPXG1tou3o
"
764,1,"Climate change redux: CALIFORNIANS experience drought & voted for bonds to cover.Climate changed &now we have most rain in 100 years. 
"
765,0,"@jerridsebesta my mom told me not to do it, but I'm fine
"
766,1,"Look really awake and like I've made an effort today 
"
767,1,"My dove wrapper told me to be mischievous, so if anything happens, that's my extenuating, external attribution to blame  #psych
"
768,0,"@tinyRetard *kisses you cheek* that's enough. im not a love bot.
"
769,1,"@KimBhasin @HuffingtonPost So is he banded from wearing the clothes?  #Karma
"
770,1,"@Madalyn_Biggs4 yeah that's it 
"
771,1,"hula hoops, hot chocolate and law revision. my breaks in work are filled with glamour and fun. 
"
772,0,"They are still trying to decide if it's terrorism?? OMG! #sydneysiege
"
773,1,"The fandom showing its mature side as always when it's about this kind of topic 
"
774,1,"I love putting Flobeam mechs back together.||
"
775,0,"Like Tyndall's system I just think Robert Hubbs should play more he gives us another scorer and a consistent 3pt shooter that our O needs
"
776,0,"@BillfromBendigo You are no fun at all!
"
777,0,"Why I love penguins of Madagascar  #humor #reliefcomedy
"
778,1,"@carnsoreboxer you'd really want to watch that!! #excessivecomsumption !
"
779,0,"That was a very rememberable new years kiss :face_with_tears_of_joy::kiss_mark::heavy_black_heart:️ #lovemyrelationship
"
780,0,"480 W crawling at 7:30 am. Great start to Thursday. #CLEtraffic #cleveland #traffic
"
781,1,"Just realized that the name of the comic sans' creator means asshole in French #nooffense 
"
782,0,"Is Khallilah Henriques NNN all there? She mostly sounds blonde,but this morning confirmed it#Ignorant on race relations#Articulate Minority.
"
783,1,"It's just SUPER to be ignored when you put out a desperate plea. 
"
784,1,"Bhopal victims don't get justice aft 30yrs but don't find place in prime and a man traveling in business cls is prime time news.. 
"
785,0,"This link will be relevant in a couple of days. http://t.co/EH75woor3u
"
786,0,"i think BurgerKing is working with the SJWs. my fries are as salty as SJWs about @Totalbiscuit winning an award
"
787,1,"I'm over these white hoes 
"
788,0,"Caribbean girls anthem Caribbean Girls by Stainless MOB now in stores online http://t.co/gSMHCTKPvV #IYON #Dancehall
"
789,1,"It seems that Erdogan sends his best regards to the EU 
"
790,1,"Yay for my family leaving & going to Seneca & leaving me to fend for myself. 
"
791,1,"@yenisley Aww, you poor thing, I feel so bad for you being in sunny Florida. I don't know how you can handle it!  ;)
"
792,0,"@jaketapper CA$H tweetin bout #BlackLivesMatter & #ICantBreathe ||NEWSvid- http://t.co/2667mS1bHz ||Start at http://t.co/GViBiZ4ZsH beatsEBT
"
793,0,"A SMILE is a smile is a smile is a smile is a SMILE IS A MILLION PEOPLE STARING AT YOUR PISSED PANTS MANIC LAUGHTER smile
"
794,0,"Casper the friendly ghost on 2 levels! #thingsmichelleobamathinksareracist
"
795,0,"then there's this @HotNostrilsrFun @Rapmonster @RBRNetwork1 @officialgumby @OrionSLU http://t.co/CwaAYwUwGl
"
796,1,"@sufisal @Muhammad123Ali Putting 123 between Muhammad and Ali? I find your own twitter ID quite blasphemic and offending 
"
797,0,"yeah English stop saying Jane's word
"
798,0,"@CommunityMike what's the law for parking on a residential street, on the opposite side of the road facing the wrong direction? #curiosity
"
799,1,"Good job @pmharper...""@globebusiness: Same-sex marriage harms free speech, new Ontario judge wrote in 2012 http://t.co/Y2vaFlYfbm"" 
"
800,0,"Don't forget the true meaning of Christmas:person_with_folded_hands:
"
801,1,"Um, really @RollingStone?  #nothanks #UVA http://t.co/8ARdG99p8L
"
802,0,"#phillhughes #63  #out we will miss u always respect for u http://t.co/1bJQAKjyxl
"
803,1,"@heyingridnilsen I miss seeing your face and t-Rex hands everyday on Vlogmas:loudly_crying_face::face_throwing_a_kiss: -Rexemoji:see-no-evil_monkey:
"
804,1,"Gawd! I love 9am lectures and 4-6pm lectures. 
"
805,1,"Wearing my @BriBrows22 rangers shirt, flipping off a crowd in his hometown of boston. So much  http://t.co/e7W8prHTE0
"
806,1,"Since when did train fare get so expensive?? Jesus! Might aswell of drove.... Shame I'm drinking 
"
807,1,"The city that only sleeps on mass transit. #naptime  #isntitironic #donchathink #imnotsure... http://t.co/yKcxmW5dVX
"
808,0,"I hate babysitting when I'm sick because all I wanna do is sleep but I can't :pensive_face:
"
809,0,"I now have ZERO resect for DeMarcus Cousins.
"
810,0,"Uhhh can't sleep someone like n I'll text u my phones dry ass fuck fr #am  #a #boring#person
"
811,1,"Jordan fan here|| :face_with_stuck-out_tongue: -not a hater. http://t.co/daNzVEUucm
"
812,1,"@RadhikaMukherji y r women considered inferior2men by society even wen in most of d families 2day men need women4decision making!  :D
"
813,0,"@ErrolNazareth @SEvangeline @ShakuraSaida That is fine company!
"
814,1,"Well that's my Becky in London with her nan, an the big girl dan too start her new job tomorrow #feelingabandoned  haha
"
815,1,"It's okay, you know playing loud music during quiet hours is perfectly fine..  #somepplhavetostudy
"
816,0,"@TomBull114 @MatthewBull07 were not American it's mum
"
817,0,"It's beginning to look a lot like....||... Intravenous!||#selfie #xmasdo #xmasparty @officialmrstorm http://t.co/ur5mUJXpDG
"
818,1,"I have such a loving family 
"
819,0,"Probably just scarred the cleaning lady half to death because she didn't know I was home.
"
820,1,"It's not even 9 and I've already called the cops twice.. Damn I love my job :unamused_face: 
"
821,0,"Oh crap, Mac shutdown corrupted iPhoto so hours of rebuild ahead, so might as well eat and drink! #FestiveFattyBumBum
"
822,1,"It's great to hear a bloodcurdling scream at 4 in the morning... 
"
823,1,"Have successfully avoided everything from season 4 - which I've not seen and there's an S5 one, in my timeline.  Thanks Indy! 
"
824,1,"@FAOnews @AMISoutlook And why are these amazingly small opportunities to sustain life going into feeding animals which we then kill? 
"
825,0,"Can't get over this very British weather! Remember to check under you cars and wheels for any small animals, they like to hide under cars :cat_face::dog_face:
"
826,1,"It is so rewarding to work in a place where the teachers and students have been reduced to nothing but numbers and test scores.  
"
827,1,"Our physics exam was quite fun...  #Prelim
"
828,0,"Photoset: leupagus: itsxandy: thefingerfuckingfemalefury: sevenpoints:  getting paid enough to put up... http://t.co/4MXvFgslSC
"
829,0,"Officer #Jenny is  a single www.MonsterMMORPG. com #entity. cestas follow @MonsterMMORPG #dancing
"
830,0,"Will #NASA go metric before it inches to Mars? 3,600 miles is 5,794 kms by the way #OrionLaunch #NASA_Orion http://t.co/eWPJLc4ZSS
"
831,0,"@UoCDisSupp @DuchenneNow @ActionDuchenne @Duchenne_Heroes I'm off to visit great-nephew very ill, only 20  fair
"
832,1,"anw as long as there's nothing going on with the both of u rn, i can still forgive u but i cant promise to forget 
"
833,0,"#Fears #for #female #Saudi #activist as #detention for #driving a #car is #extended http://t.co/kXKPawBJx1 via @guardian
"
834,1,"Oh and it's a positively balmy 7c 
"
835,0,"I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe
"
836,1,"decided to do a really fun thing, left myself 15 hours to sit an exam and write 3 x min. 1000 word essays 
"
837,0,"@restlessduncan @SR_Duncan I accept him the way he is...
"
838,1,"@jimmyk52501 @MotherJones @NickBaumann I love when the wilfully ignorant embraces hate and still think they hold a moral high ground |
"
839,0,"@KyleCGShore a kiss on the cheek next time is enough :)
"
840,1,"@salgovernale No clue what you were talking about? Well that's a first! 
"
841,0," a bad game last night. Way to go Packers! http://t.co/9vvSvsEnmF
"
842,1,"@stillfallin_ great Christmas. 
"
843,0,"Florida authorities say 1 police officer shot and killed http://t.co/DjcjLrbeRw #Florida #TarponSprings #TampaBay
"
844,0,"I was wrong when I thought I will find a way that doesn't lead 2 you
"
845,0,"@ManuclearBomb Players are penalized for not playing defense as you're aware. David Ortiz barely above average in '14 based on WAR.
"
846,1,"14 units next semester plus work yes so excited for that!!! 
"
847,1,"i need to start going to bed earlier...smh, goodnight everyone, or should i say goodmorning haha #morning ... http://t.co/cGCD326NWF
"
848,0,"@SheikhLarki try Naheed akhtar & nayyara noor too. gOLD stash.
"
849,0,"@HeyAmie @brad4word I have no idea why Brad would be in the doghouse...
"
850,1,"BBC News - 'Skywalker' passport cancelled because it was 'frivolous' #trademarks  http://t.co/chTEamOZcC
"
851,0,"@kathleen1350 @GopherFootball @jamieyuccas Jamie took over my account. Don't worry
"
852,1,"Finally 2015 will be a worry free year for me. 
"
853,0,"Tomorrow's afternoon #NFL sked in #PanamaCity area: WECP 12p #KCvsPIT, 3:25p #INDvsDAL; WPGX 12p #ATLvsNO.
"
854,1,"@br_radio @BR_NFL @JasonPhilCole no duh. ? Is will owners fire Goodell for it? My guess he gets a raise  #GoodellMustGo
"
855,1,"@LucelinaB82 I be surprised at how many ppl have me blocked :weary_face::weary_face::weary_face:  #ITalkTooMuchShit #YOURSTILLCLOCKINGMETHO #ThatsWhyYourGirlStillFollows
"
856,1,"#politics is not my cup of tea says #sonakshi @sonakshisinha  of #lingaa fame . #sonakshi dad #shatru is our top #bjp leader
"
857,1,"@K_TR69 @tracieeeeee @KDunham4Prez too much of that herb. New trend of potheads contributing to society maybe? Darn that 
"
858,0,"EXO COMING SOON 2015||Better pray this is better with 10 members *sighs* But either way, obssessed fans would still be obssesed ._.
"
859,0,"Big 12 fans flocking to support TCU after that OU beat down, Texas loss, and WVU manhandling lol.
"
860,0,"I have a VERY limited number of press seats available for a Meet Me There screening in Austin on January 21. Hit me up, press types.
"
861,0,".@toppscards I couldn't find the letter in my binder, but I did find these! http://t.co/AZ68gH8y7v
"
862,1,"@peta @KemDizzle     and how many animals does peta kill every year.|#hypocrisy #idiots|might want to point CID inward!
"
863,1,"I love waking up at 3am feeling like my insides are being chopped into tiny pieces and set on fire.  #killmenow :loudly_crying_face::hocho::fire:
"
864,1,"@Darhino_ @joystiq sure! ""wow, Nintendo has achieved what Sony already did years ago"" 
"
865,0,"#America #continues to show us that it is  here for #BlackPeople even though http://t.co/plj8KgPsbu
"
866,1,"hmmm. I do wonder why Astec has one fewer employee? #lol 
"
867,1,"@falklands_utd @StanCollymore I'm sure you're all inconsolable 
"
868,0,"Listening to the rain in bed #Peacefull :umbrella_with_rain_drops:️:splashing_sweat_symbol::droplet::splashing_sweat_symbol:
"
869,1,"Yay for getting pink eye again!  #whyme
"
870,1,"wow what great banter from @WillHart2014 
"
871,1,"""DNA from Richard III has thrown up a surprise: evidence of infidelity in his family tree."" http://t.co/tXu9ZtrNaX  ||Well I'm SHOCKED. 
"
872,1,"Isn't it great to sleep 5 hours and feel like a million bucks?  #gettingold
"
873,0,"@DianeWilmot1 @deray I honestly haven't a clue. I'd hope there were some since the surveillance cams I've seen show barely anything
"
874,1,"People who don't get : you are THE BEST!
"
875,0,"I liked a @YouTube video http://t.co/Jzuvo7lsxW NEW Chocolate Bar Palette Review | Semi Sweet vs. Original
"
876,1,"Can't wait for my 7:30am #dental appointment tomorrow!|Oh time please speed through today! !
"
877,0,"@legallyblonde64 @PBuffkin ""I can't look at a bridge without crying now.""
"
878,1,"Love how I can never fall asleep  #insomnia
"
879,0,"@sophiaqualquer what for ? waste of time...:)
"
880,0,"Can we trade McCain? Biden helps Republicans more than McCain. In any other time, McCain would be a Democrat. | http://t.co/SitsHhM6W2
"
881,1,"Happy Monday!  Hate mondays.
"
882,0,"Is holding not a rule anymore?
"
883,0,"@burninggoats no doubt. And we wonder why Xmas makes ppl crazy?!
"
884,0,"@LadySandersfarm: @intreeg_me It did get yo lazy butt outta bed, didn't it now. Thanks for proving my point!
"
885,0,"its not that so much as his lies and deceit, @TimOwensby @RBRNetwork1 @TheOldBreed1775 @real_smart_guy3 @DFW_AlertsCTC
"
886,0,"I liked a @YouTube video from @jdfromny206 http://t.co/oeb8mtMIpj WWE 2K15 (PS4) My Career Mode Ep: #12: ""TRIPLE THREAT"" | WWE 2K15
"
887,1,"Hey, @HLTVorg. DenialCSGO decided that they want to replace @denialfugly and I'm their new player. #NAShuffle Nobody is safe. #CSGO 
"
888,0,"This time change is crazy. Everyones all up here like woohoo its 11am lets live life! & I'm like it is 5am & I have not slept at all yet.
"
889,1,"Why isn't there a playoff legend Romo? @EASPORTS_MUT 
"
890,0,"#Palestinian #Authority -- #Abbas #trades #stalemate for #confrontation in #ICC #move. http://t.co/rDKOFf0s39 via @reuters
"
891,0,"@P333Games @AskPlayStation thnx all sorted now.. #kids #happy :smiling_face_with_smiling_eyes:.. Thanks again @P333Games for trying to help most of all thaku for replying
"
892,0,"How to know when he really loves you. #tmi #imsorry #chickfila http://t.co/ghhfbkyW5V
"
893,1,"Damit, this fatima bhutto has an instagram account but not pics of her. Some random shit...and then ppl i follow keep posting pics. 
"
894,1,"I love how today is going 
"
895,0,"Tribute to a brave elephant simply defending his family. http://t.co/Mo74x8M5kA
"
896,0,"@BlogOfErised so I gave up and am now heading for bed orz
"
897,1,"So nice to have a final before the sun is even up :smiling_face_with_smiling_eyes: 
"
898,1,"so @AskPlayStation still waiting, my son is very happy enjoing his christmas gift ... i cant understand how u didn't prevent this ...
"
899,0,"Count Pushkin to End this fvckin night smh
"
900,0,"Home finally! What a way to start the christmas break!!! :thumbs_up_sign::ok_hand_sign:
"
901,0,"@JackShiite @BigDaveTsv @MjrElvisNewton You're arguments are obviously very impacted by the fact this family were TSI in appearance.
"
902,1,"@mcquadejennica I just got my tonsils out #lovinglife  .. Good luck!!
"
903,0,"The counter argument... RT @slmandel: If OSU lost last night, Baylor would be in & we'd all be talking about benefits of no Big 12 champ.
"
904,1,"Oh we get to see The Queens Garden on #itv after she addresses the nation. Just what I always wanted  :flushed_face:
"
905,1,"Oh how I love fainting randomly  
"
906,1,"@ViewfromGorgie |My Jambo buddy sees a more Scottish identity emerging for HMFC.|The John Wilson types can travel to Govan.|
"
907,1,"It's such a joy to wake up sick again and not be able to use the one arm I do everything with. 
"
908,0,"Photo: #Say it loud say it #proud! #Nope #never!  a quitter and will never #be... #always #winning even... http://t.co/CW8qeDU7NJ
"
909,1,"#Love is far more important than #money!|The problem is, you only know it once you have money!| #life #humanity
"
910,0,"@CheenaZafar :grinning_face_with_smiling_eyes: contrary to this ... I'm wide awake (caffeine injected consciousness ) :flushed_face:
"
911,1,"Many of the best ideas come from having fingers too fat for your keyboard.  #nimble  #agile
"
912,0,"Time for my babies and I to take this medicine so we can get better:face_with_medical_mask:
"
913,1,"Yet another out of a million doctor visits tomorrow...so.stoked. 
"
914,0,"http://t.co/K69PvdLaA5 #TeenAnalCasting #2003 2003 Ford F-150 XLT Mulberry FL 33860
"
915,0,"Been the problem, actually. RT @OBtoojiveforyou: @WashWizards tough road trip. cant win em all but coaching has not been strong.
"
916,1,"Rolls-Royce, as envisioned by the wonderful people at Mansory #rollsroyce #purple #customcar  http://t.co/gbK733wrZ3
"
917,1,"IT'S DEFINITELY NOT FRIDAY. THE REASON IS: It's Tuesday~! Yesterday it was Monday so why should it be Friday. 
"
918,0,"@UberStaub you have never seen me
"
919,1,"Last day of school it was so much fun but not much people came. what a shocker 
"
920,0,"Besides some overpriced holiday candles, I haven't seen one #CyberMonday deal worthwhile today. Brutal.
"
921,1,"This is the weather i just love walking to work in  #worst #weatherbomb
"
922,0,"The #AdvancedWarfare campaign was only 6 hours -_-|PS: It's still better than BF4's campaign tho (that I didn't finish) :p
"
923,1,"Nothing like waking up to 50+ financial formulas! Yay, for corporate finance comprehensive finals!  #finalsweek
"
924,1,"I picked a great week to start a new show on Netflix.  #HellOnWheels
"
925,0,"Bday lily painting for @laryssam27 :purple_heart: http://t.co/IAzvrBec91
"
926,1,".@tomorrowstand Yup. That's exactly how we do it 
"
927,1,"@APMarkLong but it wasn't as bad as that picture seemed to indicate.  You're still a very horrible person.  
"
928,0," just like that http://t.co/ppFU03GQGL
"
929,1,"Can't believe @TAMU is even considering renaming the Academic Building after Perry...b/c he did so much great stuff for public educ? 
"
930,1,"That's nice. 
"
931,0,"Check Out this YouTube channel: https://t.co/4t87VM36Y5
"
932,1,"It's been a great week for dictators.  Congrats North Korea and Cuba. 
"
933,1,"My boy has another cold and spent the night coughing and sneezing all over me #sexy 
"
934,0,"@ChancelleM have you heard back yet?!
"
935,0,"Went to check on 10 cause it was way late for sleeping and BAM she was never here. Why did no1 find it important to tell me this???
"
936,1,"The whole world can never get me on my level 
"
937,1,"@NYPDnews y'all are doing a great job at keeping people safe 
"
938,0,"i dont think it would matter, metric or english, he doesnt understand math @Chillytimbo @brownbearmike1
"
939,0,"Wings? I don't have wings! |""Of course not... You're a boy!""
"
940,1,"The UofL student ticket policy is such a well thought out plan, good job SGA.  #ihateyou
"
941,0,":fisted_hand_sign: #fistbump #positive #focus #starve #distractions #werk #motivation #createpath #uplift #success... http://t.co/Nzpp4X5j1f
"
942,0,"Rants about being pregnant and judged for buying a bottle of wine. Poses weekly for belly pics in front of wine rack.  or #fail ?
"
943,1,"@Defothedinosaur get around them 
"
944,0,"@GazTheGooner84 oh right do you know John Parker the pisshead @ParkzTheDon
"
945,0,"#FEMALECONDOMS  |#herpes is  #curable, it #can #be #managed.. http://t.co/0Y1t0CNyZx
"
946,1,"What an eventful weekend 
"
